,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,ref_accel_x,ref_accel_y,ref_accel_z,ref_gyro_x,ref_gyro_y,ref_gyro_z,stage,stamp
15,-0.09850214455140316,-0.0824077374228098,-9.58075878240011,0.006573155906111289,0.006573155906111289,0.6272395850545612,0.0,0.0,-9.794216470399356,0.0,0.0,0.6398622980911856,rotate_z_pos,0.15
16,-0.09310555179215342,-0.07508716890093037,-9.592285909881303,0.006718691771417552,0.006718691771417552,0.6415020998545751,0.0,0.0,-9.794216470399356,0.0,0.0,0.6544158846218119,rotate_z_pos,0.16
17,-0.07964150208516674,-0.10219750729274721,-9.592107493107852,0.006849674050193188,0.006849674050193188,0.6543383631745874,0.0,0.0,-9.794216470399356,0.0,0.0,0.6675141124993755,rotate_z_pos,0.17
18,-0.06624737759784316,-0.08257858404781696,-9.595655550225597,0.006967558101091261,0.006967558101091261,0.6658910001625986,0.0,0.0,-9.794216470399356,0.0,0.0,0.6793025175891828,rotate_z_pos,0.18
19,-0.08111235821413897,-0.06928931026894126,-9.567675586950786,0.007073653746899526,0.007073653746899526,0.6762883734518086,0.0,0.0,-9.794216470399356,0.0,0.0,0.6899120821700093,rotate_z_pos,0.19
20,-0.08575620474274095,-0.07927302152548638,-9.59747047603565,0.007169139828126966,0.007169139828126966,0.6856460094120976,0.0,0.0,-9.794216470399356,0.0,0.0,0.6994606902927533,rotate_z_pos,0.2
21,-0.0892064861935895,-0.0972012039940833,-9.586037298366199,0.00725507730123166,0.00725507730123166,0.6940678817763577,0.0,0.0,-9.794216470399356,0.0,0.0,0.7080544376032227,rotate_z_pos,0.21
22,-0.0792565260944453,-0.08454161969779417,-9.57680014109923,0.007332421027025885,0.007332421027025885,0.7016475669041918,0.0,0.0,-9.794216470399356,0.0,0.0,0.7157888101826453,rotate_z_pos,0.22
23,-0.09641439023442283,-0.07884748158387618,-9.577472426484315,0.00740203038024069,0.00740203038024069,0.7084692835192425,0.0,0.0,-9.794216470399356,0.0,0.0,0.7227497455041256,rotate_z_pos,0.23
24,-0.10244440636552009,-0.0769152040916141,-9.591695776547047,0.007464678798134013,0.007464678798134013,0.7146088284727882,0.0,0.0,-9.794216470399356,0.0,0.0,0.7290145872934579,rotate_z_pos,0.24
25,-0.09224323908681013,-0.07530517509705599,-9.59418234934783,0.007521062374238004,0.007521062374238004,0.7201344189309793,0.0,0.0,-9.794216470399356,0.0,0.0,0.734652944903857,rotate_z_pos,0.25
26,-0.08643156983919296,-0.09062313470768563,-9.598821071233646,0.0075718075927315946,0.0075718075927315946,0.7251074503433513,0.0,0.0,-9.794216470399356,0.0,0.0,0.7397274667532162,rotate_z_pos,0.26
27,-0.09008449127191213,-0.08952763180375604,-9.595014088341701,0.0076174782893758276,0.0076174782893758276,0.7295831786144861,0.0,0.0,-9.794216470399356,0.0,0.0,0.7442945364176394,rotate_z_pos,0.27
28,-0.08831850665615054,-0.08576941220271643,-9.589381315744648,0.007658581916355637,0.007658581916355637,0.7336113340585073,0.0,0.0,-9.794216470399356,0.0,0.0,0.7484048991156204,rotate_z_pos,0.28
29,-0.0822034029108007,-0.0772159839382916,-9.573506071596425,0.007695575180637465,0.007695575180637465,0.7372366739581265,0.0,0.0,-9.794216470399356,0.0,0.0,0.7521042255438032,rotate_z_pos,0.29
30,-0.0781774328326576,-0.08299372432002855,-9.56484942768836,0.00772886911849111,0.00772886911849111,0.7404994798677837,0.0,0.0,-9.794216470399356,0.0,0.0,0.7554336193291677,rotate_z_pos,0.3
31,-0.09802213270824917,-0.10004559190015078,-9.593163445880016,0.007758833662559391,0.007758833662559391,0.7434360051864753,0.0,0.0,-9.794216470399356,0.0,0.0,0.7584300737359958,rotate_z_pos,0.31
32,-0.09152045103722078,-0.08087455667864733,-9.59169365223878,0.007785801752220843,0.007785801752220843,0.7460788779732976,0.0,0.0,-9.794216470399356,0.0,0.0,0.761126882702141,rotate_z_pos,0.32
33,-0.092309083469213,-0.07899152900813211,-9.593033105809958,0.00781007303291615,0.00781007303291615,0.7484574634814377,0.0,0.0,-9.794216470399356,0.0,0.0,0.7635540107716717,rotate_z_pos,0.33
34,-0.09108998921999233,-0.0985035787468596,-9.59574434734087,0.007831917185541926,0.007831917185541926,0.7505981904387637,0.0,0.0,-9.794216470399356,0.0,0.0,0.7657384260342494,rotate_z_pos,0.34
35,-0.09604312024086013,-0.09097547001831462,-9.594417051600523,0.007851576922905126,0.007851576922905126,0.7525248447003573,0.0,0.0,-9.794216470399356,0.0,0.0,0.7677043997705693,rotate_z_pos,0.35000000000000003
36,-0.09573031345968014,-0.09142362627964952,-9.587398902973888,0.007869270686532004,0.007869270686532004,0.7542588335357915,0.0,0.0,-9.794216470399356,0.0,0.0,0.7694737761332572,rotate_z_pos,0.36
37,-0.09867285188676303,-0.08283640565045293,-9.608889739317283,0.007885195073796196,0.007885195073796196,0.7558194234876822,0.0,0.0,-9.794216470399356,0.0,0.0,0.7710662148596763,rotate_z_pos,0.37
38,-0.10046648618566204,-0.0875975426904293,-9.597275405601184,0.007899527022333968,0.007899527022333968,0.7572239544443838,0.0,0.0,-9.794216470399356,0.0,0.0,0.7724994097134535,rotate_z_pos,0.38
39,-0.08873595766271496,-0.09052067501135451,-9.56938801098244,0.007912425776017964,0.007912425776017964,0.7584880323054154,0.0,0.0,-9.794216470399356,0.0,0.0,0.7737892850818531,rotate_z_pos,0.39
40,-0.08077941729273223,-0.07673969326515931,-9.586573848496531,0.00792403465433356,0.00792403465433356,0.7596257023803438,0.0,0.0,-9.794216470399356,0.0,0.0,0.7749501729134126,rotate_z_pos,0.4
41,-0.08870120310055273,-0.08545728335266711,-9.5850997401794,0.007934482644817595,0.007934482644817595,0.7606496054477793,0.0,0.0,-9.794216470399356,0.0,0.0,0.7759949719618162,rotate_z_pos,0.41000000000000003
42,-0.09281286351736809,-0.08105323221698685,-9.596833508561927,0.007943885836253228,0.007943885836253228,0.7615711182084712,0.0,0.0,-9.794216470399356,0.0,0.0,0.7769352911053794,rotate_z_pos,0.42
43,-0.08209357238053297,-0.07592578184819898,-9.575089289946893,0.007952348708545295,0.007952348708545295,0.762400479693094,0.0,0.0,-9.794216470399356,0.0,0.0,0.7777815783345863,rotate_z_pos,0.43
44,-0.0835526082433021,-0.08713691163910525,-9.590802275587338,0.007959965293608158,0.007959965293608158,0.7631469050292544,0.0,0.0,-9.794216470399356,0.0,0.0,0.7785432368408725,rotate_z_pos,0.44
45,-0.08747774797398195,-0.09290554328671297,-9.584886558402705,0.007966820220164735,0.007966820220164735,0.763818687831799,0.0,0.0,-9.794216470399356,0.0,0.0,0.7792287294965301,rotate_z_pos,0.45
46,-0.08342836129558812,-0.08781760164427625,-9.587764271332025,0.007972989654065654,0.007972989654065654,0.7644232923540889,0.0,0.0,-9.794216470399356,0.0,0.0,0.779845672886622,rotate_z_pos,0.46
47,-0.07822658113169732,-0.07523370757776113,-9.582874242011135,0.00797854214457648,0.00797854214457648,0.7649674364241499,0.0,0.0,-9.794216470399356,0.0,0.0,0.7804009219377046,rotate_z_pos,0.47000000000000003
48,-0.08075616287683164,-0.0778879932462138,-9.579465824737259,0.007983539386036223,0.007983539386036223,0.7654571660872048,0.0,0.0,-9.794216470399356,0.0,0.0,0.780900646083679,rotate_z_pos,0.48
49,-0.09703736283592919,-0.0874056430205817,-9.592778657333573,0.007988036903349992,0.007988036903349992,0.7658979227839543,0.0,0.0,-9.794216470399356,0.0,0.0,0.781350397815056,rotate_z_pos,0.49
50,-0.09206665864297096,-0.08333502819562164,-9.57663237409917,0.007992084668932385,0.007992084668932385,0.7662946038110288,0.0,0.0,-9.794216470399356,0.0,0.0,0.7817551743732952,rotate_z_pos,0.5
51,-0.08530681250939462,-0.08027616494425699,-9.584431572356452,0.007995727657956538,0.007995727657956538,0.7666516167353957,0.0,0.0,-9.794216470399356,0.0,0.0,0.7821194732757105,rotate_z_pos,0.51
52,-0.09992516258785152,-0.09345371374619342,-9.578093600632778,0.007999006348078276,0.007999006348078276,0.766972928367326,0.0,0.0,-9.794216470399356,0.0,0.0,0.7824473422878843,rotate_z_pos,0.52
53,-0.08296966287886759,-0.08083376650757412,-9.594994732605551,0.00800195716918784,0.00800195716918784,0.7672621088360633,0.0,0.0,-9.794216470399356,0.0,0.0,0.7827424243988407,rotate_z_pos,0.53
54,-0.09408979378258553,-0.09202172973491923,-9.56233169542342,0.008004612908186447,0.008004612908186447,0.7675223712579269,0.0,0.0,-9.794216470399356,0.0,0.0,0.7830079982987015,rotate_z_pos,0.54
55,-0.07462167057380718,-0.08926191956978208,-9.5885985114185,0.008007003073285194,0.008007003073285194,0.7677566074376041,0.0,0.0,-9.794216470399356,0.0,0.0,0.7832470148085762,rotate_z_pos,0.55
56,-0.08210614095006796,-0.08393889240955604,-9.590189146689706,0.008009154221874067,0.008009154221874067,0.7679674199993136,0.0,0.0,-9.794216470399356,0.0,0.0,0.7834621296674634,rotate_z_pos,0.56
57,-0.07650578321444364,-0.08298594345479327,-9.60102300037129,0.008011090255604052,0.008011090255604052,0.7681571513048521,0.0,0.0,-9.794216470399356,0.0,0.0,0.7836557330404619,rotate_z_pos,0.5700000000000001
58,-0.08120548369679935,-0.08521208534940082,-9.592835940107292,0.008012832685961039,0.008012832685961039,0.7683279094798368,0.0,0.0,-9.794216470399356,0.0,0.0,0.7838299760761606,rotate_z_pos,0.58
59,-0.0880110296509518,-0.09216266776073564,-9.576761520888025,0.008014400873282326,0.008014400873282326,0.768481591837323,0.0,0.0,-9.794216470399356,0.0,0.0,0.7839867948082894,rotate_z_pos,0.59
60,-0.08393923135417174,-0.1003546097830318,-9.582227153277644,0.008015812241871485,0.008015812241871485,0.7686199059590606,0.0,0.0,-9.794216470399356,0.0,0.0,0.7841279316672053,rotate_z_pos,0.6
61,-0.07440568724309025,-0.09340636267772255,-9.5843609202717,0.008017082473601729,0.008017082473601729,0.7687443886686244,0.0,0.0,-9.794216470399356,0.0,0.0,0.7842549548402296,rotate_z_pos,0.61
62,-0.07181069033301755,-0.0819308483792866,-9.59965256216787,0.008018225682158948,0.008018225682158948,0.7688564231072319,0.0,0.0,-9.794216470399356,0.0,0.0,0.7843692756959515,rotate_z_pos,0.62
63,-0.08804926067761883,-0.09728421571526776,-9.575791760641636,0.008019254569860445,0.008019254569860445,0.7689572541019786,0.0,0.0,-9.794216470399356,0.0,0.0,0.7844721644661012,rotate_z_pos,0.63
64,-0.08961078552640375,-0.0874788528502004,-9.594960297616385,0.008020180568791791,0.008020180568791791,0.7690480019972507,0.0,0.0,-9.794216470399356,0.0,0.0,0.7845647643592359,rotate_z_pos,0.64
65,-0.09343939649759614,-0.0866939179017715,-9.588349289564809,0.008021013967830004,0.008021013967830004,0.7691296751029955,0.0,0.0,-9.794216470399356,0.0,0.0,0.7846481042630572,rotate_z_pos,0.65
66,-0.07776345516674668,-0.09766121215042625,-9.594218699513993,0.008021764026964397,0.008021764026964397,0.7692031808981658,0.0,0.0,-9.794216470399356,0.0,0.0,0.7847231101764963,rotate_z_pos,0.66
67,-0.09608526245930223,-0.08354986211431036,-9.58925675628731,0.008022439080185347,0.008022439080185347,0.7692693361138191,0.0,0.0,-9.794216470399356,0.0,0.0,0.7847906154985915,rotate_z_pos,0.67
68,-0.08192133711017087,-0.10279074117526107,-9.573571200752859,0.008023046628084205,0.008023046628084205,0.7693288758079071,0.0,0.0,-9.794216470399356,0.0,0.0,0.7848513702884772,rotate_z_pos,0.68
69,-0.10366479263878213,-0.08695785298164477,-9.574558934277693,0.008023593421193175,0.008023593421193175,0.7693824615325862,0.0,0.0,-9.794216470399356,0.0,0.0,0.7849060495993743,rotate_z_pos,0.6900000000000001
70,-0.10905685012877404,-0.09001406663602068,-9.592760706381702,0.00802408553499125,0.00802408553499125,0.7694306886847975,0.0,0.0,-9.794216470399356,0.0,0.0,0.7849552609791817,rotate_z_pos,0.7000000000000001
71,-0.09062165272797565,-0.08855681785592641,-9.586485626926306,0.008024528437409516,0.008024528437409516,0.7694740931217876,0.0,0.0,-9.794216470399356,0.0,0.0,0.7849995512210084,rotate_z_pos,0.71
72,-0.08828861879205047,-0.09915301868923056,-9.588783709946954,0.008024927049585956,0.008024927049585956,0.7695131571150787,0.0,0.0,-9.794216470399356,0.0,0.0,0.7850394124386524,rotate_z_pos,0.72
73,-0.0983605914526544,-0.08090247383706531,-9.590887812710163,0.008025285800544754,0.008025285800544754,0.7695483147090408,0.0,0.0,-9.794216470399356,0.0,0.0,0.785075287534532,rotate_z_pos,0.73
74,-0.09219052708570462,-0.08110083738756693,-9.584965493510053,0.00802560867640767,0.00802560867640767,0.7695799565436066,0.0,0.0,-9.794216470399356,0.0,0.0,0.7851075751208236,rotate_z_pos,0.74
75,-0.07889645703179181,-0.08768258501498569,-9.598186158675773,0.008025899264684293,0.008025899264684293,0.7696084341947158,0.0,0.0,-9.794216470399356,0.0,0.0,0.7851366339484861,rotate_z_pos,0.75
76,-0.08821183981909894,-0.08843614119861412,-9.592308094164416,0.008026160794133257,0.008026160794133257,0.7696340640807141,0.0,0.0,-9.794216470399356,0.0,0.0,0.7851627868933824,rotate_z_pos,0.76
77,-0.08823335692617927,-0.07988225565120197,-9.580058483934224,0.008026396170637322,0.008026396170637322,0.7696571309781126,0.0,0.0,-9.794216470399356,0.0,0.0,0.785186324543789,rotate_z_pos,0.77
78,-0.09077792108890759,-0.07744410116078176,-9.591887124043662,0.008026608009490982,0.008026608009490982,0.7696778911857713,0.0,0.0,-9.794216470399356,0.0,0.0,0.785207508429155,rotate_z_pos,0.78
79,-0.08456931984385103,-0.09437783639967463,-9.587408228845574,0.008026798664459276,0.008026798664459276,0.7696965753726641,0.0,0.0,-9.794216470399356,0.0,0.0,0.7852265739259844,rotate_z_pos,0.79
80,-0.08266359753165983,-0.09266868369847427,-9.585388606881148,0.00802697025393074,0.00802697025393074,0.7697133911408676,0.0,0.0,-9.794216470399356,0.0,0.0,0.7852437328731308,rotate_z_pos,0.8
81,-0.07935062161440277,-0.08505382674160747,-9.591582485193443,0.008027124684455057,0.008027124684455057,0.7697285253322507,0.0,0.0,-9.794216470399356,0.0,0.0,0.7852591759255625,rotate_z_pos,0.81
82,-0.07740780296972892,-0.09001974280570992,-9.589737038701934,0.008027263671926944,0.008027263671926944,0.7697421461044954,0.0,0.0,-9.794216470399356,0.0,0.0,0.7852730746727511,rotate_z_pos,0.8200000000000001
83,-0.07461762551931876,-0.07498392812146025,-9.575615896076018,0.00802738876065164,0.00802738876065164,0.7697544047995158,0.0,0.0,-9.794216470399356,0.0,0.0,0.7852855835452208,rotate_z_pos,0.8300000000000001
84,-0.08508518875081877,-0.09683027079088258,-9.580461853062301,0.008027501340503868,0.008027501340503868,0.7697654376250341,0.0,0.0,-9.794216470399356,0.0,0.0,0.7852968415304435,rotate_z_pos,0.84
85,-0.0745374649900074,-0.09103433955952112,-9.591620796014489,0.008027602662370873,0.008027602662370873,0.7697753671680007,0.0,0.0,-9.794216470399356,0.0,0.0,0.7853069737171441,rotate_z_pos,0.85
86,-0.07698366747514925,-0.07514537692730665,-9.584085491509082,0.008027693852051179,0.008027693852051179,0.7697843037566705,0.0,0.0,-9.794216470399356,0.0,0.0,0.7853160926851745,rotate_z_pos,0.86
87,-0.09002017723913106,-0.07386146234666638,-9.58324682245581,0.008027775922763452,0.008027775922763452,0.7697923466864733,0.0,0.0,-9.794216470399356,0.0,0.0,0.785324299756402,rotate_z_pos,0.87
88,-0.09595176447821271,-0.07777471893244102,-9.590697291593452,0.008027849786404499,0.008027849786404499,0.769799585323296,0.0,0.0,-9.794216470399356,0.0,0.0,0.7853316861205066,rotate_z_pos,0.88
89,-0.082503464647662,-0.0943815447529072,-9.582227775387423,0.00802791626368144,0.00802791626368144,0.7698061000964362,0.0,0.0,-9.794216470399356,0.0,0.0,0.7853383338482008,rotate_z_pos,0.89
90,-0.08139148847304803,-0.0803430583152543,-9.582378039486853,0.008027976093230688,0.008027976093230688,0.7698119633922624,0.0,0.0,-9.794216470399356,0.0,0.0,0.7853443168031256,rotate_z_pos,0.9
91,-0.08732984956747795,-0.0920964012470935,-9.594289591207696,0.008028029939825012,0.008028029939825012,0.7698172403585062,0.0,0.0,-9.794216470399356,0.0,0.0,0.7853497014625579,rotate_z_pos,0.91
92,-0.10397120263260252,-0.1030311472534249,-9.573600683183756,0.008028078401759902,0.008028078401759902,0.7698219896281254,0.0,0.0,-9.794216470399356,0.0,0.0,0.785354547656047,rotate_z_pos,0.92
93,-0.08291263758337024,-0.09141536215748149,-9.581562753303917,0.008028122017501305,0.008028122017501305,0.7698262639707828,0.0,0.0,-9.794216470399356,0.0,0.0,0.7853589092301871,rotate_z_pos,0.93
94,-0.09105612543385826,-0.0913044779246795,-9.59160609438874,0.008028161271668565,0.008028161271668565,0.7698301108791744,0.0,0.0,-9.794216470399356,0.0,0.0,0.7853628346469133,rotate_z_pos,0.9400000000000001
95,-0.08289380006009069,-0.08871674133312775,-9.582254507601432,0.0080281966004191,0.0080281966004191,0.7698335730967268,0.0,0.0,-9.794216470399356,0.0,0.0,0.7853663675219668,rotate_z_pos,0.9500000000000001
96,-0.0973027085038222,-0.08416641287810282,-9.583873274256542,0.008028228396294582,0.008028228396294582,0.769836689092524,0.0,0.0,-9.794216470399356,0.0,0.0,0.7853695471095149,rotate_z_pos,0.96
97,-0.09091995989618797,-0.085670660360901,-9.600755892988415,0.008028257012582515,0.008028257012582515,0.7698394934887415,0.0,0.0,-9.794216470399356,0.0,0.0,0.7853724087383083,rotate_z_pos,0.97
98,-0.0817789488981633,-0.091748176948111,-9.596317367884287,0.008028282767241655,0.008028282767241655,0.7698420174453372,0.0,0.0,-9.794216470399356,0.0,0.0,0.7853749842042222,rotate_z_pos,0.98
99,-0.07664717612941131,-0.08551352445814736,-9.599346280911519,0.008028305946434881,0.008028305946434881,0.7698442890062733,0.0,0.0,-9.794216470399356,0.0,0.0,0.7853773021235448,rotate_z_pos,0.99
100,-0.09347860810698723,-0.08787327473634994,-9.583922267512234,0.008028326807708784,0.008028326807708784,0.769846333411116,0.0,0.0,-9.794216470399356,0.0,0.0,0.7853793882509352,rotate_z_pos,1.0
101,-0.08812085618260526,-0.09715221400893706,-9.581491822445766,0.008028345582855298,0.008028345582855298,0.7698481733754742,0.0,0.0,-9.794216470399356,0.0,0.0,0.7853812657655865,rotate_z_pos,1.01
102,-0.09459262875998357,-0.08563400852980399,-9.588841601415625,0.00802836248048716,0.00802836248048716,0.7698498293433966,0.0,0.0,-9.794216470399356,0.0,0.0,0.7853829555287727,rotate_z_pos,1.02
103,-0.10031181775531264,-0.09519478533314023,-9.585022450193698,0.008028377688355836,0.008028377688355836,0.7698513197145268,0.0,0.0,-9.794216470399356,0.0,0.0,0.7853844763156402,rotate_z_pos,1.03
104,-0.09499921337586811,-0.0895222172248352,-9.579062149810657,0.008028391375437642,0.008028391375437642,0.769852661048544,0.0,0.0,-9.794216470399356,0.0,0.0,0.785385845023821,rotate_z_pos,1.04
105,-0.08310144019057347,-0.07735759201353803,-9.583355253617125,0.00802840369381127,0.00802840369381127,0.7698538682491596,0.0,0.0,-9.794216470399356,0.0,0.0,0.7853870768611838,rotate_z_pos,1.05
106,-0.09262063799275497,-0.07315210469818823,-9.583189139091651,0.008028414780347536,0.008028414780347536,0.7698549547297134,0.0,0.0,-9.794216470399356,0.0,0.0,0.7853881855148103,rotate_z_pos,1.06
107,-0.08699077335931134,-0.09679667887517864,-9.585644670094657,0.008028424758230172,0.008028424758230172,0.769855932562212,0.0,0.0,-9.794216470399356,0.0,0.0,0.7853891833030741,rotate_z_pos,1.07
108,-0.08253031020608527,-0.07219678859136855,-9.594461174056066,0.008028433738324549,0.008028433738324549,0.7698568126114607,0.0,0.0,-9.794216470399356,0.0,0.0,0.7853900813125115,rotate_z_pos,1.08
109,-0.0795109450078635,-0.08428029228647924,-9.599764543575812,0.008028441820409484,0.008028441820409484,0.7698576046557846,0.0,0.0,-9.794216470399356,0.0,0.0,0.7853908895210052,rotate_z_pos,1.09
110,-0.0930815351781039,-0.08629562506110938,-9.591345721248926,0.008028449094285928,0.008028449094285928,0.769858317495676,0.0,0.0,-9.794216470399356,0.0,0.0,0.7853916169086496,rotate_z_pos,1.1
111,-0.08601475398613788,-0.07504765110598986,-9.585577942332845,0.008028455640774727,0.008028455640774727,0.7698589590515783,0.0,0.0,-9.794216470399356,0.0,0.0,0.7853922715575294,rotate_z_pos,1.11
112,-0.07917917895376331,-0.09090272380543825,-9.58859828282632,0.008028461532614646,0.008028461532614646,0.7698595364518903,0.0,0.0,-9.794216470399356,0.0,0.0,0.7853928607415214,rotate_z_pos,1.12
113,-0.06967024375764701,-0.09055230773206947,-9.57917934884817,0.008028466835270573,0.008028466835270573,0.7698600561121711,0.0,0.0,-9.794216470399356,0.0,0.0,0.785393391007114,rotate_z_pos,1.1300000000000001
114,-0.09237884019968529,-0.0888058559500767,-9.600197061396063,0.008028471607660907,0.008028471607660907,0.7698605238064239,0.0,0.0,-9.794216470399356,0.0,0.0,0.7853938682461474,rotate_z_pos,1.1400000000000001
115,-0.07745407023606887,-0.09089216037615958,-9.600521797239738,0.008028475902812209,0.008028475902812209,0.7698609447312514,0.0,0.0,-9.794216470399356,0.0,0.0,0.7853942977612776,rotate_z_pos,1.1500000000000001
116,-0.0910489734198922,-0.08141213233896838,-9.584821912958123,0.00802847976844838,0.00802847976844838,0.7698613235635962,0.0,0.0,-9.794216470399356,0.0,0.0,0.7853946843248947,rotate_z_pos,1.16
117,-0.10719130774494501,-0.09021883420482942,-9.586160155140663,0.008028483247520932,0.008028483247520932,0.7698616645127064,0.0,0.0,-9.794216470399356,0.0,0.0,0.78539503223215,rotate_z_pos,1.17
118,-0.08680130036727571,-0.08307078751361807,-9.580619012376287,0.008028486378686231,0.008028486378686231,0.7698619713669056,0.0,0.0,-9.794216470399356,0.0,0.0,0.7853953453486798,rotate_z_pos,1.18
119,-0.09263615824386656,-0.07839154998515926,-9.586850768144968,0.008028489196735,0.008028489196735,0.769862247535685,0.0,0.0,-9.794216470399356,0.0,0.0,0.7853956271535567,rotate_z_pos,1.19
120,-0.07946415556289183,-0.09718863103527672,-9.596329166564539,0.008028491732978892,0.008028491732978892,0.7698624960875864,0.0,0.0,-9.794216470399356,0.0,0.0,0.7853958807779459,rotate_z_pos,1.2
121,-0.09416333681536283,-0.08610056805228117,-9.583426791356185,0.008028494015598393,0.008028494015598393,0.7698627197842975,0.0,0.0,-9.794216470399356,0.0,0.0,0.7853961090398961,rotate_z_pos,1.21
122,-0.08411727470520661,-0.09938198527151881,-9.588033678793714,0.008028496069955945,0.008028496069955945,0.7698629211113377,0.0,0.0,-9.794216470399356,0.0,0.0,0.7853963144756513,rotate_z_pos,1.22
123,-0.0687928782752539,-0.09952836111731897,-9.589382627486307,0.008028497918877742,0.008028497918877742,0.7698631023056738,0.0,0.0,-9.794216470399356,0.0,0.0,0.785396499367831,rotate_z_pos,1.23
124,-0.08124935874488468,-0.09776782000262661,-9.57701612373035,0.00802849958290736,0.00802849958290736,0.7698632653805763,0.0,0.0,-9.794216470399356,0.0,0.0,0.7853966657707927,rotate_z_pos,1.24
125,-0.0976237290309003,-0.08965479472314682,-9.593893075277636,0.008028501080534016,0.008028501080534016,0.7698634121479886,0.0,0.0,-9.794216470399356,0.0,0.0,0.7853968155334583,rotate_z_pos,1.25
126,-0.09254774368449133,-0.09018955631625813,-9.58495025727827,0.008028502428398006,0.008028502428398006,0.7698635442386597,0.0,0.0,-9.794216470399356,0.0,0.0,0.7853969503198573,rotate_z_pos,1.26
127,-0.08627400648475603,-0.10333339148315546,-9.600446181572652,0.008028503641475596,0.008028503641475596,0.7698636631202634,0.0,0.0,-9.794216470399356,0.0,0.0,0.7853970716276164,rotate_z_pos,1.27
128,-0.09974866752608152,-0.07827031893112804,-9.583203285651154,0.008028504733245428,0.008028504733245428,0.7698637701137071,0.0,0.0,-9.794216470399356,0.0,0.0,0.7853971808045996,rotate_z_pos,1.28
129,-0.09910714902242271,-0.08248760013596715,-9.593335433533573,0.008028505715838278,0.008028505715838278,0.7698638664078062,0.0,0.0,-9.794216470399356,0.0,0.0,0.7853972790638846,rotate_z_pos,1.29
130,-0.07652303908026947,-0.09214274108807666,-9.581569399696198,0.008028506600171842,0.008028506600171842,0.7698639530724956,0.0,0.0,-9.794216470399356,0.0,0.0,0.785397367497241,rotate_z_pos,1.3
